"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"허브","2007-01-11",7652767000,0.7,7652767000,1304662,1304662,267,30263,"한국","케이엠컬쳐㈜","(주)쇼박스","12세이상관람가","드라마","허인무","강혜정"
"마파도2","2007-01-18",8362778700,0.8,8362778700,1407141,1407141,340,30784,"한국","코리아 엔터테인먼트","CJ ENM","12세이상관람가","코미디","이상훈","김수미"
"최강로맨스","2007-01-25",6931136500,0.7,6931136500,1190703,1190703,253,26656,"한국","㈜더드림앤드픽쳐스","(주)쇼박스","15세이상관람가","멜로/로맨스","김정우","이동욱"
"천년여우 여우비","2007-01-25",2494565500,0.2,2494565500,460514,460514,117,9860,"한국","선우애니메이션","CJ ENM","전체관람가","애니메이션","이성강","손예진"
"소녀X소녀","2007-01-25",12643000,0,12643000,1952,1952,2,100,"한국","중앙 대학교","CJ ENM","12세이상관람가","코미디","박동훈","임성언"
"천년여우 여우비","2007-01-25",1790000,0,2496355500,411,460925,4,37,"한국","선우애니메이션","CJ ENM","전체관람가","애니메이션","이성강","손예진"
"그놈 목소리","2007-02-01",17598617600,1.7,17598617600,2972299,2972299,498,48673,"한국","영화사 집","CJ ENM","12세이상관람가","드라마","박진표","설경구"
"바람피기 좋은 날","2007-02-08",10738188900,1,10738188900,1708973,1708973,372,39986,"한국","(주)아이필름홀딩스","(주)시네마서비스","청소년관람불가","드라마","장문일","김혜수"
"김관장 대 김관장 대 김관장","2007-02-08",5575404600,0.5,5575404600,925661,925661,355,27825,"한국","(주)태원엔터테인먼트","(주)쇼박스","15세이상관람가","코미디","박성균","권오중"
"바람피기 좋은 날","2007-02-08",30000,0,10738218900,6,1708979,1,3,"한국","(주)아이필름홀딩스","(주)시네마서비스","청소년관람불가","드라마","장문일","김혜수"
"1번가의 기적","2007-02-14",15494034100,1.5,15494034100,2535431,2535431,340,54562,"한국","(주)두사부필름","CJ ENM","15세이상관람가","드라마","윤제균","하지원"
"복면달호","2007-02-14",9008143000,0.9,9008143000,1507970,1507970,310,41977,"한국","(주)인앤인픽쳐스","㈜스튜디오이쩜영","12세이상관람가","코미디","김상찬","차태현"
"1번가의 기적","2007-02-14",88000,0,15494122100,19,2535450,1,4,"한국","(주)두사부필름","CJ ENM","15세이상관람가","드라마","윤제균","하지원"
"마강호텔","2007-02-22",1247345300,0.1,1247345300,215817,215817,213,13301,"한국","(주)마인엔터테인먼트","(주)쇼박스","15세이상관람가","코미디","최성철","김석훈"
"좋지 아니한가","2007-03-01",1849140000,0.2,1849140000,306470,306470,173,12811,"한국","(주)무사이필름","(주)시네마서비스","15세이상관람가","드라마","정윤철","천호진"
"쏜다","2007-03-14",1945217400,0.2,1945217400,328837,328837,236,16901,"한국","시오필름(주)","(주)쇼박스","15세이상관람가","코미디","박정우","감우성"
"수","2007-03-22",1208282000,0.1,1208282000,199709,199709,209,12450,"한국","(주)트리쯔클럽","(주)시네마서비스","청소년관람불가","액션","최양일","지진희"
"빼꼼의 머그잔 여행","2007-03-22",559367500,0.1,559367500,130301,130301,66,3217,"한국","(합)알지애니메이션스튜디오","(합)알지애니메이션스튜디오","전체관람가","드라마","임아론","이선"
"내 여자의 남자친구","2007-03-22",33006500,0,33006500,5396,5396,26,881,"한국","주식회사 에스에이치미디어","스폰지","청소년관람불가","드라마","박성범","고다미"
"빼꼼의 머그잔 여행","2007-03-22",1180000,0,560547500,396,130697,1,38,"한국","(합)알지애니메이션스튜디오","(합)알지애니메이션스튜디오","전체관람가","드라마","임아론","이선"
"이장과 군수","2007-03-29",7594186000,0.7,7594186000,1179661,1179661,315,35021,"한국","(주)싸이더스","CJ ENM","12세이상관람가","코미디","장규성","차승원"
"뷰티풀 선데이","2007-03-29",1123934000,0.1,1123934000,169036,169036,202,11571,"한국","시네라인투(주)","(주)쇼박스","청소년관람불가","스릴러","진광교","박용우"
"우아한 세계","2007-04-05",6161685500,0.6,6161685500,960658,960658,405,35849,"한국","(주)루씨필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","한재림","송강호"
"극락도 살인사건","2007-04-12",13328932000,1.3,13328932000,2079989,2079989,368,54098,"한국","(주)두엔터테인먼트","(주)엠케이픽처스 ","15세이상관람가","공포(호러)","김한민","박해일"
"동갑내기 과외하기 레슨 2","2007-04-19",3309177500,0.3,3309177500,514669,514669,262,19504,"한국","(주)프라임엔터테인먼트","CJ ENM","12세이상관람가","코미디","지길웅","이청아"
"눈부신 날에","2007-04-19",1729412500,0.2,1729412500,272101,272101,250,14658,"한국","(주)아이필름홀딩스","(주)시네마서비스","15세이상관람가","드라마","박광수","박신양"
"파란자전거","2007-04-19",13805000,0,13805000,2205,2205,20,345,"한국","(주)프라임엔터테인먼트","(주)프라임엔터테인먼트","전체관람가","드라마","권용국","김정화"
"날아라 허동구","2007-04-26",2333597000,0.2,2333597000,378161,378161,260,18712,"한국","(주)타이거픽쳐스","(주)쇼박스","전체관람가","가족","박규태","권오중"
"아들","2007-05-01",2886902500,0.3,2886902500,452209,452209,284,23228,"한국","필름있수다","(주)시네마서비스","전체관람가","드라마","장진","차승원"
"이대근 이 댁은","2007-05-01",62578000,0,62578000,9960,9960,57,1612,"한국","(주)영화사윤앤준","(주)프라임엔터테인먼트","전체관람가","드라마","심광진","이대근"
"못말리는 결혼","2007-05-10",7712339500,0.8,7712339500,1188326,1188326,299,34518,"한국","(주)컬처캡미디어","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","김성욱","김수미"
"저 하늘에도 슬픔이","2007-05-17",187788500,0,187788500,28848,28848,67,1156,"한국","(주)인정시네마","무비즈엔터테인먼트㈜","전체관람가","가족","한명구","김유나"
"우리에게 내일은 없다","2007-05-17",21079500,0,21079500,3181,3181,3,179,"한국","청년필름(주)","스폰지","15세이상관람가","드라마","노동석","김병석"
"우리에게 내일은 없다","2007-05-17",99000,0,21178500,17,3198,1,4,"한국","청년필름(주)","스폰지","15세이상관람가","드라마","노동석","김병석"
"전설의 고향","2007-05-23",2246522500,0.2,2246522500,352513,352513,201,14970,"한국","윈텍필름(주)","(주)프라임엔터테인먼트","12세이상관람가","공포(호러)","김지환","박신혜"
"황진이","2007-06-06",7763374000,0.8,7763374000,1191683,1191683,456,39064,"한국","(주)씨네이천","(주)시네마서비스","15세이상관람가","드라마","장윤현","송혜교"
"황진이","2007-06-06",35000,0,7763409000,7,1191690,1,3,"한국","(주)씨네이천","(주)시네마서비스","15세이상관람가","드라마","장윤현","송혜교"
"검은 집","2007-06-21",8841047700,0.9,8841047700,1321947,1321947,332,39830,"한국","CJ ENM","CJ ENM","청소년관람불가","스릴러","신태라","김혜정"
"검은 집","2007-06-21",1248000,0,8842295700,249,1322196,10,50,"한국","CJ ENM","CJ ENM","청소년관람불가","스릴러","신태라","김혜정"
"해부학 교실","2007-07-11",3627352500,0.4,3627352500,574302,574302,232,16774,"한국","영화사청어람(주)","영화사청어람(주)","15세이상관람가","공포(호러)","손태웅","한지민"
"화려한 휴가","2007-07-25",44098449600,4.3,44098449600,6855300,6855300,551,96522,"한국","기획시대(주)","CJ ENM","12세이상관람가","드라마","김지훈","김상경"
"므이","2007-07-25",1067080000,0.1,1067080000,165773,165773,165,7503,"한국","(주)빌리픽쳐스","CJ ENM","15세이상관람가","공포(호러)","김태경","차예련"
"화려한 휴가","2007-07-25",70000,0,44098519600,14,6855314,1,6,"한국","기획시대(주)","CJ ENM","12세이상관람가","드라마","김지훈","김상경"
"꽃미남 연쇄 테러 사건","2007-07-26",594082500,0.1,594082500,98259,98259,107,2813,"한국","SM픽쳐스","영화사청어람(주)","12세이상관람가","코미디","이권","권병길"
"이브의 유혹 - 엔젤","2007-07-30",851000,0,851000,136,136,4,22,"한국","(주)화인웍스","(주)화인웍스","청소년관람불가","스릴러","임경택","정의갑"
"디워","2007-08-01",49339934700,4.8,49339934700,7855441,7855441,622,96434,"한국","㈜영구아트","(주)쇼박스","12세이상관람가","액션","심형래","브룩스"
"디워","2007-08-01",150000,0,49340084700,33,7855474,1,5,"한국","㈜영구아트","(주)쇼박스","12세이상관람가","액션","심형래","브룩스"
"리턴","2007-08-08",4271290500,0.4,4271290500,641734,641734,235,15185,"한국","(주)아름다운영화사","CJ ENM","청소년관람불가","미스터리","이규만","김명민"
"사랑방 선수와 어머니","2007-08-08",3286151000,0.3,3286151000,509235,509235,267,19700,"한국","(주)태원엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디","임영성","정준호"
"챔피언 마빡이","2007-08-08",39700500,0,39700500,6825,6825,57,809,"한국","쿠즈엔터테인먼트","쿠즈엔터테인먼트","전체관람가","코미디","김현수","정종철"
"리턴","2007-08-08",591000,0,4271881500,118,641852,8,37,"한국","(주)아름다운영화사","CJ ENM","청소년관람불가","미스터리","이규만","김명민"
"이브의 유혹 - 키스","2007-08-13",1393000,0,1393000,221,221,3,22,"한국","(주)화인웍스","(주)화인웍스","청소년관람불가","스릴러","남기웅","김경익"
"만남의 광장","2007-08-15",7819284000,0.8,7819284000,1211528,1211528,256,28301,"한국","(주)씨와이필름","(주)쇼박스","12세이상관람가","코미디","김종진","임창정"
"지금 사랑하는 사람과 살고 있습니까?","2007-08-15",7004500500,0.7,7004500500,1042923,1042923,291,26158,"한국","(주)씨네이천","(주)시네마서비스","청소년관람불가","드라마","정윤수","박용우"
"지금 사랑하는 사람과 살고 있습니까?","2007-08-15",158000,0,7004658500,32,1042955,1,7,"한국","(주)씨네이천","(주)시네마서비스","청소년관람불가","드라마","정윤수","박용우"
"이브의 유혹 - 그녀만의 테크닉","2007-08-20",3970000,0,3970000,633,633,3,38,"한국","(주)화인웍스","(주)화인웍스","청소년관람불가","스릴러","유재완","서영"
"두 사람이다","2007-08-22",1505964500,0.1,1505964500,224341,224341,190,11411,"한국","영화사행복","영화사청어람(주)","청소년관람불가","공포(호러)","오기환","윤진서"
"죽어도 해피엔딩","2007-08-22",1190809000,0.1,1190809000,181186,181186,177,9320,"한국","(주)싸이더스","(주)프라임엔터테인먼트","15세이상관람가","코미디","강경훈","예지원"
"내 생애 최악의 남자","2007-08-30",2877614000,0.3,2877614000,438009,438009,260,18112,"한국","(주)씨케이픽쳐스","CJ ENM","15세이상관람가","드라마","손현희","탁재훈"
"마이 파더","2007-09-06",5641848000,0.6,5641848000,901055,901055,342,31444,"한국","시네라인투(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","황동혁","김영철"
"브라보 마이 라이프","2007-09-06",460596500,0,460596500,71409,71409,197,6398,"한국","미디어아지트","(주)쇼박스","12세이상관람가","드라마","박영훈","백윤식"
"권순분여사 납치사건","2007-09-12",9807862000,1,9807862000,1514708,1514708,397,46725,"한국","(주)어나더썬데이","(주)시네마서비스","15세이상관람가","코미디","김상진","김서현"
"어머니는 죽지 않는다","2007-09-12",704481000,0.1,704481000,128059,128059,122,2888,"한국","HMJ필름","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","가족","하명중","조영민"
"어머니는 죽지 않는다","2007-09-12",6e+05,0,705081000,105,128164,1,42,"한국","HMJ필름","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","가족","하명중","조영민"
"즐거운 인생","2007-09-13",7872688500,0.8,7872688500,1202351,1202351,322,39402,"한국","(주)영화사아침","CJ ENM","전체관람가","드라마","이준익","김상호"
"두 얼굴의 여친","2007-09-13",4586849000,0.4,4586849000,700417,700417,382,28772,"한국","(주)화인웍스","(주)쇼박스","15세이상관람가","멜로/로맨스","이석훈","봉태규"
"즐거운 인생","2007-09-13",1878000,0,7874566500,368,1202719,2,16,"한국","(주)영화사아침","CJ ENM","전체관람가","드라마","이준익","김상호"
"두 얼굴의 여친","2007-09-13",0,0,4586849000,0,700417,1,2,"한국","(주)화인웍스","(주)쇼박스","15세이상관람가","멜로/로맨스","이석훈","봉태규"
"사랑","2007-09-19",13446137500,1.3,13446137500,2023174,2023174,381,54789,"한국","(주)진인사필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","멜로/로맨스","곽경택","주진모"
"상사부일체","2007-09-19",5807823500,0.6,5807823500,883965,883965,313,28902,"한국","(주)두손시네마","이십세기폭스코리아(주)","15세이상관람가","코미디","심승보","손창민"
"숏!숏!숏!","2007-09-20",140000,0,140000,28,28,1,11,"한국","(재)전주국제영화제조직위원회","㈜인디스토리","12세이상관람가","기타","김종관",NA
"행복","2007-10-03",7737073000,0.8,7737073000,1174401,1174401,332,35498,"한국","라이필름","(주)쇼박스","15세이상관람가","드라마","허진호","황정민"
"행복","2007-10-03",611000,0,7737684000,94,1174495,1,10,"한국","라이필름","(주)쇼박스","15세이상관람가","드라마","허진호","황정민"
"바르게 살자","2007-10-18",13944930000,1.4,13944930000,2135606,2135606,372,55993,"한국","필름있수다","CJ ENM","15세이상관람가","코미디","라희찬","정재영"
"궁녀","2007-10-18",9038167500,0.9,9038167500,1358883,1358883,368,42096,"한국","(주)영화사아침","(주)시네마서비스","청소년관람불가","미스터리","김미정","박진희"
"어깨 너머의 연인","2007-10-18",1974664500,0.2,1974664500,295394,295394,213,17394,"한국","어뮤즈","(주)쇼박스","청소년관람불가","드라마","이언희","이미연"
"그림자","2007-10-18",737500,0,737500,125,125,4,56,"한국","(주)디씨지플러스","(주)스폰지이엔티","15세이상관람가","공포(호러)","이정국","전보영"
"그림자","2007-10-18",1818500,0,2556000,310,435,1,51,"한국","(주)디씨지플러스","(주)스폰지이엔티","15세이상관람가","공포(호러)","이정국","전보영"
"펀치레이디","2007-10-25",243405000,0,243405000,37518,37518,202,6249,"한국","(주)프라임엔터테인먼트","(주)프라임엔터테인먼트","15세이상관람가","드라마","강효진","도지원"
"식객","2007-11-01",18972140500,1.9,18972140500,2963196,2963196,406,67138,"한국","쇼이스트(주)","CJ ENM","12세이상관람가","드라마","전윤수","김강우"
"첫눈","2007-11-01",125580000,0,125580000,19734,19734,34,1387,"한국","가도가와픽쳐스","CJ ENM","12세이상관람가","드라마","한상희","이준기"
"식객","2007-11-01",7172000,0,18979312500,1178,2964374,2,161,"한국","쇼이스트(주)","CJ ENM","12세이상관람가","드라마","전윤수","김강우"
"세븐 데이즈","2007-11-14",13642111000,1.3,13642111000,2036035,2036035,305,46693,"한국","(주)영화사윤앤준","(주)프라임엔터테인먼트","청소년관람불가","스릴러","원신연","김윤진"
"스카우트","2007-11-14",1899688000,0.2,1899688000,292440,292440,323,18895,"한국","㈜두루미필름","CJ ENM","12세이상관람가","드라마","김현석","임창정"
"마을금고 연쇄습격사건","2007-11-14",728085000,0.1,728085000,115637,115637,203,10396,"한국","필름큐엔터테인먼트","(주)쇼박스","15세이상관람가","코미디","박상준","최령"
"세븐 데이즈","2007-11-14",78266000,0,13720377000,12304,2048339,9,556,"한국","(주)영화사윤앤준","(주)프라임엔터테인먼트","청소년관람불가","스릴러","원신연","김윤진"
"스카우트","2007-11-14",104000,0,1899792000,22,292462,1,1,"한국","㈜두루미필름","CJ ENM","12세이상관람가","드라마","김현석","임창정"
"색화동","2007-11-15",3023500,0,3023500,462,462,8,164,"한국","클릭영화사(주)","(주)프리머스시네마","청소년관람불가","코미디","공자관","조재완"
"색화동","2007-11-15",214000,0,3237500,36,498,1,10,"한국","클릭영화사(주)","(주)프리머스시네마","청소년관람불가","코미디","공자관","조재완"
"웨스트 32번가","2007-11-22",56277500,0,56277500,8321,8321,21,1154,"한국","CJ ENM","CJ ENM","15세이상관람가","범죄","마이클 강","존 조"
"우리 동네","2007-11-29",2463752000,0.2,2463752000,364912,364912,231,17217,"한국","(주)오브젝트필름","CJ ENM","청소년관람불가","스릴러","정길영","류덕환"
"열한번째 엄마","2007-11-29",2069922500,0.2,2069922500,337700,337700,227,16284,"한국","(주)씨스타픽쳐스","(주)쇼박스","12세이상관람가","드라마","김진성","김혜수"
"색즉시공 시즌2","2007-12-12",11431876000,1.1,11431876000,1703097,1703097,390,31551,"한국","(주)두사부필름","CJ ENM","청소년관람불가","코미디","윤태윤","임창정"
"싸움","2007-12-12",2188552500,0.2,2188552500,340979,340979,345,15053,"한국","(주)시네마서비스","(주)시네마서비스","15세이상관람가","멜로/로맨스","한지승","설경구"
"색즉시공 시즌2","2007-12-12",2034600000,0.2,13466476000,299326,2002423,208,9466,"한국","(주)두사부필름","CJ ENM","청소년관람불가","코미디","윤태윤","임창정"
"싸움","2007-12-12",7318000,0,2195870500,1140,342119,4,165,"한국","(주)시네마서비스","(주)시네마서비스","15세이상관람가","멜로/로맨스","한지승","설경구"
"내 사랑","2007-12-18",5227269000,0.5,5227269000,800568,800568,240,15522,"한국","(주)오죤필름","(주)쇼박스","12세이상관람가","멜로/로맨스","이한","감우성"
"용의주도 미스신","2007-12-18",3461836500,0.3,3461836500,537645,537645,225,13040,"한국","(주)로드픽쳐스","(주)싸이더스","15세이상관람가","멜로/로맨스","박용집","한예슬"
"내 사랑","2007-12-18",1087975000,0.1,6315244000,161566,962134,168,5631,"한국","(주)오죤필름","(주)쇼박스","12세이상관람가","멜로/로맨스","이한","감우성"
"용의주도 미스신","2007-12-18",281245500,0,3743082000,42328,579973,64,1871,"한국","(주)로드픽쳐스","(주)싸이더스","15세이상관람가","멜로/로맨스","박용집","한예슬"
"헨젤과 그레텔","2007-12-27",1118866000,0.1,1118866000,177467,177467,181,5049,"한국","(주)바른손이앤에이","CJ ENM","12세이상관람가","드라마","임필성","천정명"
"가면","2007-12-27",1185895000,0.1,1185895000,177220,177220,200,5551,"한국","(주)디알엠엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러","양윤호","김강우"
"가면","2007-12-27",953588000,0.1,2139483000,141394,318614,167,5815,"한국","(주)디알엠엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러","양윤호","김강우"
"헨젤과 그레텔","2007-12-27",851394500,0.1,1970260500,134072,311539,169,5252,"한국","(주)바른손이앤에이","CJ ENM","12세이상관람가","드라마","임필성","천정명"
"기다리다 미쳐","2008-01-01",140953500,0,140953500,21650,21650,179,585,"한국","블루버스 픽쳐스","(주)시네마서비스","15세이상관람가","멜로/로맨스","류승진","손태영"
"기다리다 미쳐","2008-01-01",2724157000,0.3,2865110500,419687,441337,239,17287,"한국","블루버스 픽쳐스","(주)시네마서비스","15세이상관람가","멜로/로맨스","류승진","손태영"
"우리 생애 최고의 순간","2008-01-10",6504000,0,6504000,813,813,3,3,"한국","(주)엠케이픽처스","(주)싸이더스","전체관람가","드라마","임순례","문소리"
"우리 생애 최고의 순간","2008-01-10",26113394000,3,26119898000,4018059,4018872,418,70721,"한국","(주)엠케이픽처스","(주)싸이더스","전체관람가","드라마","임순례","문소리"
"무방비도시","2008-01-10",10591149500,1.2,10591149500,1600856,1600856,336,38306,"한국","쌈지아이비젼영상사업단","CJ ENM","15세이상관람가","범죄","이상기","김명민"
"아스라이","2008-01-11",3299500,0,3299500,534,534,2,96,"한국","(주)싸이더스","㈜인디스토리","12세이상관람가","드라마","김삼력","김신록"
"뜨거운 것이 좋아","2008-01-17",314000,0,314000,53,53,1,4,"한국","(주)시네마서비스","(주)시네마서비스","15세이상관람가","드라마","권칠인","이미숙"
"뜨거운 것이 좋아","2008-01-17",3790163000,0.4,3790477000,578679,578732,256,20607,"한국","(주)시네마서비스","(주)시네마서비스","15세이상관람가","드라마","권칠인","이미숙"
"어린 왕자","2008-01-17",493278500,0.1,493278500,83354,83354,181,7784,"한국","(주)앤알커뮤니케이션","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","최종현","탁재훈"
"더 게임","2008-01-30",9807963501,1.1,9807963501,1479859,1479859,338,31877,"한국","(주)프라임엔터테인먼트","(주)프라임엔터테인먼트","15세이상관람가","스릴러","윤인호","변희봉"
"원스어폰어타임","2008-01-31",10136738500,1.2,10136738500,1544486,1544486,314,37679,"한국","윈엔터테인먼트","(유)씨에이치엔터테인먼트","12세이상관람가","액션","정용기","박용우"
"슈퍼맨이었던 사나이","2008-01-31",3642192500,0.4,3642192500,550284,550284,386,22074,"한국","CJ ENM","CJ ENM","전체관람가","드라마","정윤철","홍희자"
"라듸오 데이즈","2008-01-31",1394050500,0.2,1394050500,210525,210525,253,11497,"한국","(주)싸이더스","(주)싸이더스","12세이상관람가","코미디","하기호","류승범"
"6년째 연애중","2008-02-05",0,0,0,0,0,1,1,"한국","(주)피카소필름","(주)스튜디오210","15세이상관람가","멜로/로맨스","박현진","김하늘"
"6년째 연애중","2008-02-05",7422697000,0.8,7422697000,1112238,1112238,326,27464,"한국","(주)피카소필름","(주)스튜디오210","15세이상관람가","멜로/로맨스","박현진","김하늘"
"마지막 선물","2008-02-05",1740290500,0.2,1740290500,265362,265362,262,12913,"한국","(주)태원엔터테인먼트","(주)쇼박스","15세이상관람가","드라마","김영준","신현준"
"추격자","2008-02-14",33986959000,3.9,33986959000,5046096,5046096,433,106805,"한국","(주)영화사비단길","(주)쇼박스","청소년관람불가","범죄","나홍진","김윤석"
"대한이, 민국씨","2008-02-14",1188129500,0.1,1188129500,208695,208695,173,9615,"한국","(주)퍼니필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","최진원","최성국"
"아름답다","2008-02-14",10846500,0,10846500,1700,1700,5,242,"한국","(주)김기덕 필름","(주)스폰지이엔티","청소년관람불가","드라마","전재홍","차수연"
"바보","2008-02-28",6306816500,0.7,6306816500,967654,967654,264,33564,"한국","(주)와이어투와이어필름","CJ ENM","12세이상관람가","드라마","김정권","차태현"
"마이 뉴 파트너","2008-03-06",1699031500,0.2,1699031500,260734,260734,220,15833,"한국","케이엠컬쳐㈜","(주)엠플러스픽쳐스","15세이상관람가","액션","김종현","안성기"
"허밍","2008-03-13",642352000,0.1,642352000,104296,104296,168,8957,"한국","㈜더드림앤드픽쳐스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스","박대영","이천희"
"숙명","2008-03-20",5680873500,0.6,5680873500,846903,846903,340,29178,"한국","엠케이디케이","CJ ENM","청소년관람불가","드라마","김해곤","송승헌"
"동거, 동락","2008-03-27",32156500,0,32156500,5226,5226,8,480,"한국","(주)알지엔터웍스","(주)쇼박스","청소년관람불가","멜로/로맨스","김태희","김청"
"나의 스캔들","2008-03-27",1780000,0,1780000,232,232,1,15,"한국","주식회사 루믹스미디어","기타","15세이상관람가","멜로/로맨스","신정균","서린"
"천막","2008-03-29",29000,0,29000,5,5,1,3,"한국","푸른영상","시네마달","12세이상관람가","다큐멘터리","김재영","김재영"
"GP 506","2008-04-03",6316842000,0.7,6316842000,936945,936945,355,35830,"한국","(주)보코픽쳐스","(주)쇼박스","청소년관람불가","공포(호러)","공수창","천호진"
"도레미파솔라시도","2008-04-03",1185999000,0.1,1185999000,197672,197672,168,11855,"한국","(주)홍상자엔터테인먼트","(주)시네마서비스","12세이상관람가","드라마","강건향","장근석"
"마지막 밥상","2008-04-11",2410000,0,2410000,372,372,2,55,"한국","㈜기억속의매미","㈜기억속의매미","18세관람가","드라마","노경태","홍석연"
"가루지기","2008-04-30",1777803000,0.2,1777803000,269478,269478,311,17600,"한국","(주)프라임엔터테인먼트","(주)쇼박스","청소년관람불가","드라마","신한솔","봉태규"
"서울이 보이냐","2008-05-08",309575000,0,309575000,50699,50699,125,4802,"한국","(주)라인픽처스","(주)시네마서비스","전체관람가","가족","송동윤","유승호"
"날나리 종부전","2008-05-22",181323000,0,181323000,31236,31236,162,4120,"한국","(주)필름캔","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디","임원국","박정아"
"방울토마토","2008-05-29",115388000,0,115388000,18478,18478,83,1951,"한국","(주)P&J시네마","무비즈엔터테인먼트㈜","12세이상관람가","가족","정영배","신구"
"걸스카우트","2008-06-05",1545587500,0.2,1545587500,248813,248813,265,13200,"한국","(주)보경사","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","김상만","나문희"
"흑심모녀","2008-06-12",389374500,0,389374500,59695,59695,178,7043,"한국","㈜이룸영화사","(주)쇼박스","12세이상관람가","가족","조남호","심혜진"
"강철중: 공공의 적 1-1","2008-06-19",28638460100,3.3,28638460100,4313101,4313101,707,74157,"한국","(주)시네마서비스글로벌","CJ ENM","15세이상관람가","드라마","강우석","설경구"
"크로싱","2008-06-26",5651660500,0.6,5651660500,898000,898000,304,28099,"한국","(주)캠프비","(주)벤티지홀딩스","12세이상관람가","드라마","김태균","차인표"
"무림여대생","2008-06-26",176330500,0,176330500,27714,27714,205,4715,"한국","포도필름","(주)베어엔터테인먼트","15세이상관람가","멜로/로맨스","곽재용","신민아"
"잘못된 만남","2008-07-10",308882000,0,308882000,47555,47555,143,4626,"한국","(주)씨네라가픽쳐스","토이 엔터테인먼트","15세이상관람가","드라마","정영배","김수정"
"좋은 놈, 나쁜 놈, 이상한 놈","2008-07-17",43754257000,5,43754257000,6685845,6685845,824,93574,"한국","(주)다크서클픽쳐스","CJ ENM","15세이상관람가","서부극(웨스턴)","김지운","송강호"
"좋은 놈, 나쁜 놈, 이상한 놈","2008-07-17",191300,0,43755980300,21,6686075,1,5,"한국","(주)다크서클픽쳐스","CJ ENM","15세이상관람가","서부극(웨스턴)","김지운","송강호"
"님은 먼 곳에","2008-07-24",11206382000,1.3,11206382000,1706495,1706495,499,36581,"한국","(주)타이거픽쳐스","(주)쇼박스","15세이상관람가","드라마","이준익","수애"
"눈에는 눈 이에는 이","2008-07-31",13410811500,1.5,13410811500,2058616,2058616,445,46474,"한국","(주)태원엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄","곽경택","한석규"
"고死 : 피의 중간고사","2008-08-07",10300791000,1.2,10300791000,1634192,1634192,270,42719,"한국","(주)코어콘텐츠미디어","에스케이텔레콤(주)","15세이상관람가","공포(호러)","창","이범수"
"다찌마와리","2008-08-14",4128754000,0.5,4128754000,628359,628359,299,23414,"한국","(주)외유내강","(주)쇼박스","12세이상관람가","액션","류승완","임원희"
"아기와 나","2008-08-14",2669249500,0.3,2669249500,435940,435940,217,16416,"한국","(주)프라임엔터테인먼트","(주)프라임엔터테인먼트","12세이상관람가","드라마","김진영","장근석"
"당신이 잠든 사이에","2008-08-14",448246500,0.1,448246500,67659,67659,169,5108,"한국","케이엠컬쳐㈜","(주)엠플러스픽쳐스","15세이상관람가","코미디","김정민","예지원"
"스페어","2008-08-28",299645000,0,299645000,45282,45282,62,2900,"한국","(주)필름더데이즈","(주)필름더데이즈","15세이상관람가","액션","이성한","정우"
"신기전","2008-09-04",24326346000,2.8,24326346000,3728429,3728429,585,78463,"한국","(주)시네마서비스글로벌","CJ ENM","15세이상관람가","사극","김유진","정재영"
"쉿! 그녀에겐 비밀이에요","2008-09-04",15008500,0,15008500,2382,2382,39,565,"한국","(주)이라이트비전","(주)스튜디오이쩜영","12세이상관람가","드라마","이인수","최찬숙"
"울학교 이티","2008-09-11",4159767500,0.5,4159767500,652178,652178,296,21819,"한국","㈜커리지필름","에스케이텔레콤(주)","15세이상관람가","드라마","박광춘","김수로"
"외톨이","2008-09-18",476386500,0.1,476386500,74615,74615,201,6868,"한국","영화사다물(주)","(주)성원아이컴","15세이상관람가","공포(호러)","박재식","정유석"
"트럭","2008-09-25",3730899000,0.4,3730899000,550195,550195,258,23432,"한국","(주)싸이더스","(주)싸이더스","청소년관람불가","범죄","권형진","유해진"
"사랑과 전쟁:열두 번째 남자","2008-09-25",47050000,0,47050000,7414,7414,37,1312,"한국","케이비에스미디어(주)","롯데쇼핑㈜롯데시네마","청소년관람불가","드라마","곽기원","이주나"
"모던보이","2008-10-02",4992149500,0.6,4992149500,762337,762337,371,28922,"한국","(주)시네마서비스글로벌","CJ ENM","12세이상관람가","드라마","정지우","이새별"
