"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"그해 여름",2006-11-30,1744090200,0.2,1744090200,290564,290564,283,13164,"한국","케이엠컬쳐㈜","(주)쇼박스","12세이상관람가","멜로/로맨스,드라마","조근식","이병헌"
"청연",2005-12-29,1745406400,0.2,3106648400,272383,496003,154,6066,"한국","코리아픽쳐스(주)","코리아픽쳐스(주)","12세관람가","드라마","윤종찬","장진영"
"눈부신 날에",2007-04-19,1729412500,0.2,1729412500,272101,272101,250,14658,"한국","(주)아이필름홀딩스","(주)시네마서비스","15세이상관람가","드라마","박광수","박신양"
"잘 살아보세",2006-09-28,1415274100,0.1,1415274100,236799,236799,197,12595,"한국","(주)굿플레이어",NA,"12세관람가","코미디","안진우","김정은"
"생, 날선생",2006-05-25,1438331800,0.1,1438331800,234261,234261,157,8096,"한국","㈜필름지","(주)시네마서비스","15세관람가","코미디","김동욱","김효진"
"두뇌유희프로젝트, 퍼즐",2006-09-14,1450490000,0.1,1450490000,228385,228385,181,10574,"한국","눈엔터테인먼트(주)","(주)시네마서비스","18세관람가","범죄,스릴러","김태경","문성근"
"파이스토리",2006-07-06,1306741500,0.1,1306741500,228118,228118,112,5676,"한국","(주)에펙스디지탈,원더월드 LLC,㈜디지아트프로덕션","CJ ENM","전체관람가","애니메이션,가족","이경호,폭스 존,베이커 하워드 E.","김형준"
"국경의 남쪽",2006-05-04,1431751800,0.1,1431751800,227304,227304,228,12643,"한국","(주)싸이더스","CJ ENM","12세관람가","드라마","안판석","차승원"
"두 사람이다",2007-08-22,1505964500,0.1,1505964500,224341,224341,190,11411,"한국","영화사행복,㈜모가비픽쳐스","영화사청어람(주),(주)엠엔에프씨","청소년관람불가","공포(호러)","오기환","윤진서"
"사랑하니까, 괜찮아",2006-08-17,1296756200,0.1,1296756200,219824,219824,155,8194,"한국","유비다임","(주)시네마서비스","12세관람가","멜로/로맨스,드라마","곽지균","지현우"
"마강호텔",2007-02-22,1247345300,0.1,1247345300,215817,215817,213,13301,"한국","(주)마인엔터테인먼트","(주)쇼박스","15세이상관람가","코미디,드라마","최성철","김석훈"
"사랑할 때 이야기하는 것들",2006-11-30,1251587700,0.1,1251587700,200836,200836,195,10418,"한국","(주)오브젝트필름","(주)시네마서비스","15세이상관람가","멜로/로맨스,드라마","변승욱","한석규"
"수",2007-03-22,1208282000,0.1,1208282000,199709,199709,209,12450,"한국","(주)트리쯔클럽","(주)시네마서비스","청소년관람불가","액션","최양일","지진희"
"죽어도 해피엔딩",2007-08-22,1190809000,0.1,1190809000,181186,181186,177,9320,"한국","(주)싸이더스,(주)프리미어엔터테인먼트","(주)프라임엔터테인먼트","15세이상관람가","코미디,멜로/로맨스,스릴러","강경훈","예지원"
"헨젤과 그레텔",2007-12-27,1118866000,0.1,1118866000,177467,177467,181,5049,"한국","(주)바른손이앤에이","CJ ENM","12세이상관람가","드라마,판타지","임필성","천정명"
"가면",2007-12-27,1185895000,0.1,1185895000,177220,177220,200,5551,"한국","(주)디알엠엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러,미스터리","양윤호","김강우"
"뷰티풀 선데이",2007-03-29,1123934000,0.1,1123934000,169036,169036,202,11571,"한국","시네라인투(주),시네라인㈜인네트","(주)쇼박스","청소년관람불가","스릴러","진광교","박용우"
"므이",2007-07-25,1067080000,0.1,1067080000,165773,165773,165,7503,"한국","(주)빌리픽쳐스,㈜팝콘필름","CJ ENM","15세이상관람가","공포(호러)","김태경","차예련"
"조용한 세상",2006-12-14,937877400,0.1,937877400,161142,161142,172,7351,"한국","(주)엘제이필름","(주)프라임엔터테인먼트","15세이상관람가","드라마,미스터리,스릴러","조의석","김상경"
"언니가 간다",2007-01-04,947570700,0.1,947570700,160315,160315,276,8836,"한국","시오필름(주)","(주)시네마서비스","12세이상관람가","코미디","김창래","고소영"
"공필두",2006-05-11,958576600,0.1,958576600,160208,160208,164,8269,"한국","(주)키다리필름","(주)쇼박스","15세관람가","코미디","공정식","이문식"
"손님은 왕이다",2006-02-23,975730600,0.1,975730600,152791,152791,147,7447,"한국","조우필름(주)","(주)시네마서비스","18세관람가","드라마,범죄,미스터리","오기현","명계남"
"구타유발자들",2006-05-31,934380300,0.1,934380300,143061,143061,123,5497,"한국","코리아 엔터테인먼트","(주)프라임엔터테인먼트","18세관람가","코미디,범죄","원신연","한석규"
"구미호 가족",2006-09-28,877984800,0.1,877984800,141610,141610,140,8104,"한국","(주)엠케이픽처스","(주)엠케이픽처스","15세관람가","코미디,뮤지컬,판타지","이형곤","주현"
"빼꼼의 머그잔 여행",2007-03-22,559367500,0.1,559367500,130301,130301,66,3217,"한국","(합)알지애니메이션스튜디오","(합)알지애니메이션스튜디오,씨제이 씨지브이(CJ CGV)(주)","전체관람가","드라마,어드벤처","임아론","이선"
"어머니는 죽지 않는다",2007-09-12,704481000,0.1,704481000,128059,128059,122,2888,"한국","HMJ필름","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","가족,드라마","하명중","조영민"
"마을금고 연쇄습격사건",2007-11-14,728085000,0.1,728085000,115637,115637,203,10396,"한국","필름큐엔터테인먼트,(주)노비스엔터테인먼트","(주)쇼박스","15세이상관람가","코미디","박상준","최령"
"연리지",2006-04-13,696954300,0.1,696954300,114641,114641,165,8009,"한국","(주)태원엔터테인먼트","(주)쇼박스","12세관람가","멜로/로맨스,드라마","김성중","최지우"
"마이 캡틴 김대출",2006-04-20,663174000,0.1,663174000,107913,107913,165,6329,"한국","(주)진인사필름","(주)스튜디오이쩜영","12세관람가","코미디,드라마","송창수","정재영"
"꽃미남 연쇄 테러 사건",2007-07-26,594082500,0.1,594082500,98259,98259,107,2813,"한국","SM픽쳐스,폴룩스픽쳐스(주)","영화사청어람(주),(주)엠엔에프씨","12세이상관람가","코미디","이권","권병길"
"카리스마 탈출기",2006-03-30,532419300,0.1,532419300,86027,86027,141,6003,"한국","태창엔터테인먼트(주)","CJ ENM","15세관람가","코미디","권남기","안재모"
"브라보 마이 라이프",2007-09-06,460596500,0,460596500,71409,71409,197,6398,"한국",NA,"(주)쇼박스","12세이상관람가","드라마,코미디","박영훈","백윤식"
"무도리",2006-09-21,363899000,0,363899000,59806,59806,127,5059,"한국","(주)MBC씨앤아이,(주)싸이더스","CJ ENM","15세관람가","드라마,코미디","이형선","서영희"
"2월 29일 - 어느날 갑자기 첫번째 이야기",2006-07-21,354839000,0,354839000,56958,56958,20,962,"한국","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM","CJ ENM","15세관람가","공포(호러)","정종훈","박은혜"
"펀치레이디",2007-10-25,243405000,0,243405000,37518,37518,202,6249,"한국","(주)프라임엔터테인먼트,(주)프리미어엔터테인먼트","(주)프라임엔터테인먼트","15세이상관람가","드라마,코미디","강효진","도지원"
"썬데이 서울",2006-02-09,227157000,0,227157000,36865,36865,84,2748,"한국","필름놀이(주)","(주)시네마서비스","15세관람가","코미디","박성훈","봉태규"
"네번째 층 - 어느날 갑자기 두번째 이야기",2006-07-27,196646000,0,196646000,31738,31738,17,657,"한국","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM","CJ ENM","15세관람가","공포(호러)","권호영","김서형"
"저 하늘에도 슬픔이",2007-05-17,187788500,0,187788500,28848,28848,67,1156,"한국","(주)인정시네마","무비즈엔터테인먼트㈜","전체관람가","가족,드라마","한명구","김유나"
"폭력써클",2006-10-19,158080900,0,158080900,24682,24682,108,3307,"한국","(주)태원엔터테인먼트,(주)다다픽쳐스","(주)쇼박스","18세관람가","액션,드라마","박기형","정경호"
"사이에서",2006-09-07,112825700,0,112825700,21712,21712,7,771,"한국","다큐코리아","필름메신저,씨제이 씨지브이(CJ CGV)(주)","15세관람가","다큐멘터리","이창재",NA
"기다리다 미쳐",2008-01-01,140953500,0,140953500,21650,21650,179,585,"한국","블루버스 픽쳐스,(주)아이필름홀딩스","(주)시네마서비스","15세이상관람가","멜로/로맨스","류승진","손태영"
"D-day-어느날 갑자기 세번째 이야기",2006-08-03,120192500,0,120192500,19812,19812,14,484,"한국","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM","CJ ENM","15세관람가","공포(호러)","김은경","이은성"
"첫눈",2007-11-01,125580000,0,125580000,19734,19734,34,1387,"한국","가도가와픽쳐스,(주)다인필름","CJ ENM","12세이상관람가","드라마,멜로/로맨스","한상희","이준기"
"이대근 이 댁은",2007-05-01,62578000,0,62578000,9960,9960,57,1612,"한국","(주)영화사윤앤준","(주)프라임엔터테인먼트","전체관람가","드라마","심광진","이대근"
"웨스트 32번가",2007-11-22,56277500,0,56277500,8321,8321,21,1154,"한국","CJ ENM","CJ ENM","15세이상관람가","범죄,액션","마이클 강","존 조"
"챔피언 마빡이",2007-08-08,39700500,0,39700500,6825,6825,57,809,"한국","쿠즈엔터테인먼트,야바다바두","쿠즈엔터테인먼트,야바다바두","전체관람가","코미디,액션,가족","김현수","정종철"
"다섯 개의 시선",2006-01-13,43699000,0,43699000,6593,6593,15,457,"한국","국가인권위원회","CJ ENM","12세관람가","다큐멘터리","정지우,김동원,박경희,류승완,장진","류승룡"
"내 여자의 남자친구",2007-03-22,33006500,0,33006500,5396,5396,26,881,"한국","주식회사 에스에이치미디어,씨네마피아","스폰지","청소년관람불가","드라마,멜로/로맨스","박성범","고다미"
"모두들, 괜찮아요?",2006-03-24,30810500,0,30810500,4699,4699,27,580,"한국","(주)마술피리","CJ ENM","15세관람가","드라마,코미디,가족","남선호","김유석"
"파랑주의보",2005-12-22,26829500,0,1453890000,4475,237284,35,335,"한국","(주)아이필름홀딩스","아이러브시네마","12세관람가","드라마","전윤수","송혜교"
"죽음의 숲-어느날 갑자기 네번째 이야기",2006-08-17,21760000,0,21760000,3241,3241,6,214,"한국","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM","CJ ENM","18세관람가","공포(호러)","김정민","이종혁"
"우리에게 내일은 없다",2007-05-17,21079500,0,21079500,3181,3181,3,179,"한국","청년필름(주)","스폰지","15세이상관람가","드라마","노동석","김병석"
"피터팬의 공식",2006-04-13,18992000,0,18992000,3046,3046,10,379,"한국","(주)엘제이필름","CJ ENM","18세관람가","드라마","조창호","윤범호"
"망종",2006-03-24,18678600,0,18678600,2979,2979,3,209,"한국","(주)두엔터테인먼트","(주)동숭아트센터","18세관람가","드라마","장률","류연희"
"서울독립영화제2006",2006-12-07,11298000,0,11298000,2804,2804,2,107,"한국",NA,NA,NA,"기타",NA,NA
"CGV 한국단편 애니메이션영화제2006[4.20-4.23]",2006-04-22,7261500,0,7261500,2409,2409,4,64,"한국",NA,NA,NA,NA,NA,NA
"파란자전거",2007-04-19,13805000,0,13805000,2205,2205,20,345,"한국","(주)프라임엔터테인먼트","(주)프라임엔터테인먼트","전체관람가","드라마","권용국","김정화"
"소녀X소녀",2007-01-25,12643000,0,12643000,1952,1952,2,100,"한국","중앙 대학교,채널CGV","CJ ENM","12세이상관람가","코미디,드라마","박동훈","임성언"
"제3회 롯데시네마 삼색아트필름전[2006.11.27-12.06]",2006-11-27,7816000,0,7816000,1775,1775,3,110,"한국",NA,NA,NA,"기타",NA,NA
"호박전",2006-06-22,4383000,0,4383000,1651,1651,1,90,"한국","비온뒤 스튜디오,서울애니메이션센터","서울애니메이션센터","전체관람가","애니메이션,드라마,판타지,코미디","유진희","강구한"
"눈부신 하루",2006-02-23,10855000,0,10855000,1630,1630,3,120,"한국","㈜인디스토리","영화진흥위원회,아트플러스시네마네트워크","15세관람가","드라마","김성호,김종관,민동현","김현아"
"신성일의 행방불명",2006-02-16,7500000,0,7500000,1309,1309,2,93,"한국","신재인랜드","스폰지","15세관람가","드라마","신재인","조현식"
